file_path,split_group,class,prefix
../data/raw\train\surprise\Training_82417057.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_82466699.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_82505936.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_82545725.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_82567563.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_82695982.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_82725652.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_82737898.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_82789563.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_82994522.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_83032535.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_83141348.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_8320624.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_83234443.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_8334828.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_83416366.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_83485400.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_83503291.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_83525961.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_83564541.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_83574493.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_83671928.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_83718206.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_83805052.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_83984743.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_83994212.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_84012354.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_84049345.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_84055668.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_84088747.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_84278238.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_8431729.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_84340809.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_84408124.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_84410180.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_84426264.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_8455916.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_84708610.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_8471322.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_8475486.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_84787833.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_84830109.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_84879065.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_84881220.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_84885339.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_84926165.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_84942472.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_84974173.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_84988525.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_84993691.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_85021238.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_85069128.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_85070699.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_85075254.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_85087694.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_85109325.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_85128654.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_85155399.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_85169573.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_8518559.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_85196188.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_85313044.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_85345639.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_85349683.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_85399964.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_85406348.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_85433132.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_85463220.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_85481816.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_85488219.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_85568670.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_85624362.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_85699841.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_8573305.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_85884378.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_8590248.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_85955938.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_85973153.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_860918.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_86122217.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_86136797.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_86143691.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_8616073.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_86217659.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_86234693.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_86258693.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_8634988.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_86379476.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_86601590.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_86670777.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_86673790.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_86715155.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_86784253.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_86804493.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_86813571.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_86819355.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_86910375.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_86958170.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_86960035.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_86972870.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_86972929.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_86999485.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_870398.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_87076348.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_87087398.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_87098081.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_87191428.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_87215245.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_87242843.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_87248788.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_87265100.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_87376920.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_87388211.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_87522803.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_87596828.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_87606727.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_87715646.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_87752402.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_87792027.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_87842607.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_87856585.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_8787994.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_8796.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_87962623.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_87992197.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_88020912.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_88128912.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_88183067.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_88197985.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_88212741.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_88252959.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_88269327.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_88281528.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_88282683.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_8829877.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_88312551.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_88374639.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_88480489.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_88503708.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_88523782.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_88548757.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_88690760.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_88703294.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_88784237.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_88818523.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_88876320.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_88916108.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_88959397.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_89065069.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_89087843.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_89097672.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_89107006.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_89137795.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_89139325.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_89149496.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_89233153.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_89263813.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_8932145.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_89380464.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_89421614.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_89423258.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_89511690.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_89517922.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_89521599.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_89567115.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_89587019.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_89600129.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_89611881.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_8961382.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_89627155.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_89692529.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_89739298.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_89800588.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_89837846.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_89923105.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_89930272.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_90012848.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_90025170.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_90031426.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_90128876.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_90166716.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_90167636.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_90187735.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_90190497.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_9023594.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_90241523.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_90255651.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_90260579.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_90340109.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_90460996.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_90544840.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_90625118.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_90690092.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_90709299.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_90712913.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_90736173.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_90738425.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_9076216.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_90795524.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_90823031.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_90834259.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_90853648.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_90880533.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_90895614.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_91012806.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_91052159.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_91062668.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_91156165.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_91171774.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_91209842.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_91250754.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_91332118.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_91396764.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_91416198.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_91552013.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_91584251.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_91604883.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_91664389.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_91711197.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_91818371.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_91825546.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_91878559.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_91914515.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_91936114.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_92094191.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_92129253.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_92151187.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_92178284.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_92196145.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_92209603.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_9224814.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_92274884.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_92354298.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_92408940.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_92423948.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_92479434.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_92516152.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_92532325.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_92595345.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_92608034.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_92638202.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_9263983.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_92701859.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_92768155.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_92846416.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_92923337.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_92984568.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_93006194.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_93037336.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_93055491.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_93101746.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_93122504.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_93172846.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_93342559.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_9340355.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_9342491.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_93443959.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_93492148.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_93560263.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_93625113.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_93642020.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_93675722.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_93699149.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_93713521.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_93744466.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_93747086.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_93942694.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_93944440.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_93981745.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_93997972.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_94108784.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_941343.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_94234220.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_94363754.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_94470519.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_94535865.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_94582829.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_94690773.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_94690831.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_94804140.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_94859807.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_94885610.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_94916496.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_94931391.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_95079686.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_95204802.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_95451817.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_95461460.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_95495690.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_95558533.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_95689131.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_95699837.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_95708850.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_95755746.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_95773470.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_95805741.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_95853103.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_95880970.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_95966009.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_95989089.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_96163370.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_96193805.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_96202596.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_96238543.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_96287206.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_96389125.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_96389792.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_96475488.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_96533198.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_96572434.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_96596500.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_96642531.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_96656714.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_96661519.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_96670821.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_96672701.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_96695026.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_96734839.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_9676011.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_96765430.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_96800478.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_96970066.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_97062924.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_97109955.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_97149632.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_97284057.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_97313556.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_97372586.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_97386553.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_97424717.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_97427205.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_97440583.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_97444585.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_97615083.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_97658524.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_97667504.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_97675828.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_976799.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_97834691.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_97872221.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_97913254.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_97921487.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_9796387.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_98062605.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_98069171.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_98084340.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_98137653.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_98160615.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_98169661.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_98197769.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_98223737.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_98223779.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_98315142.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_98349673.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_98352897.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_98381187.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_98393554.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_98397319.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_98409862.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_98446939.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_98447563.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_98472640.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_98481914.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_98514521.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_98569897.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_98576352.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_98588726.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_98594534.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_98644924.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_98657632.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_98664620.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_98750930.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_98758885.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_9880069.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_98827007.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_98840937.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_98861159.jpg,TRAIN,surprise,Training_
../data/raw\train\surprise\Training_98899707.jpg,TRAIN,surprise,Training_
